name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
cockatrice,small,monstrosity,unaligned,none,11,27,0.5,20,0,40,0,0,11,60,0,0,0,6,-2,12,1,12,1,2,-4,13,1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours.",none,0,Monster Manual (SRD)
commoner,medium,humanoid (any race),any alignment,any one language (usually Common),10,4,0,30,0,0,0,0,10,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,,"Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",none,0,Monster Manual (SRD)
constrictor-snake,large,beast,unaligned,none,12,13,0.25,30,30,0,0,0,10,0,0,0,10,15,2,14,2,12,1,1,-5,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive Perception 10",,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage. | Constrict. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.",none,0,Monster Manual (SRD)
copper-dragon-wyrmling,medium,dragon,chaotic good,Draconic,16,22,1,30,0,60,30,0,14,60,0,0,10,15,2,12,1,13,1,14,2,11,0,13,1,0,3,3,0,2,3,0,4,3,0,0,0,0,0,0,0,0,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Acid Breath. The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one. | Slowing Breath. The dragon exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",none,0,Monster Manual (SRD)
couatl,medium,celestial,lawful good,"all, telepathy 120 ft.",19,97,4,30,0,90,0,0,15,0,120,0,0,16,3,20,5,17,3,18,4,20,5,18,4,0,0,5,0,7,6,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 15","Innate Spellcasting. The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells, requiring only verbal components: | At will: detect evil and good, detect magic, detect thoughts | 3/day each: bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield | 1/day each: dream, greater restoration, scrying | Magic Weapons. The couatl's weapon attacks are magical. | Shielded Mind. The couatl is immune to scrying and to any effect that would sense its emotions, read its thoughts, or detect its location. | ","Bite. Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 24 hours. Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake. | Constrict. Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. Hit: 10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 15). Until this grapple ends, the target is restrained, and the couatl can't constrict another target. | Change Shape. The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice). In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.",none,0,Monster Manual (SRD)
crab,tiny,beast,unaligned,none,11,2,0,20,20,0,0,0,9,0,0,0,30,2,-4,11,0,10,0,1,-5,8,-1,2,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 30 ft., passive Perception 9",Amphibious. The crab can breathe air and water. | ,"Claw. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage.",none,0,Monster Manual (SRD)
crocodile,large,beast,unaligned,none,12,19,0.5,20,30,0,0,0,10,0,0,0,0,15,2,10,0,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive Perception 10,Hold Breath. The crocodile can hold its breath for 15 minutes. | ,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target.",none,0,Monster Manual (SRD)
cult-fanatic,medium,humanoid (any race),any non-good alignment,any one language (usually Common),13,33,2,30,0,0,0,0,11,0,0,0,0,11,0,14,2,12,1,10,0,13,1,14,2,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,0,passive Perception 11,"Dark Devotion. The fanatic has advantage on saving throws against being charmed or frightened. | Spellcasting. The fanatic is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared: | Cantrips (at will): light, sacred flame, thaumaturgy | 1st level (4 slots): command, inflict wounds, shield of faith | 2nd level (3 slots): hold person, spiritual weapon | ","Multiattack. The fanatic makes two melee attacks. | Dagger. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.",none,0,Monster Manual (SRD)
cultist,medium,humanoid (any race),any non-good alignment,any one language (usually Common),12,9,0.125,30,0,0,0,0,10,0,0,0,0,11,0,12,1,10,0,10,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,passive Perception 10,Dark Devotion. The cultist has advantage on saving throws against being charmed or frightened. | ,"Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) slashing damage.",none,0,Monster Manual (SRD)
cyclops,huge,giant,chaotic neutral,Giant,14,138,6,30,0,0,0,0,8,0,0,0,0,22,6,11,0,20,5,8,-1,6,-2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 8,Poor Depth Perception. The cyclops has disadvantage on any attack roll against a target more than 30 feet away. | ,"Multiattack. The cyclops makes two greatclub attacks. | Greatclub. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage. | Rock. Ranged Weapon Attack: +9 to hit, range 30/120 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",none,0,Monster Manual (SRD)
darkmantle,small,monstrosity,unaligned,none,11,22,0.5,10,0,30,0,0,10,0,0,0,60,16,3,12,1,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"blindsight 60 ft., passive Perception 10","Echolocation. The darkmantle can't use its blindsight while deafened. | False Appearance. While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite. | ","Crush. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d6 + 3) bludgeoning damage, and the darkmantle attaches to the target. If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way. While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target. A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement. | Darkness Aura (1/Day). A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.",none,0,Monster Manual (SRD)
death-dog,medium,monstrosity,neutral evil,none,12,39,1,40,0,0,0,0,15,120,0,0,0,15,2,14,2,14,2,3,-4,13,1,6,-2,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 15","Two-Headed. The dog has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, or knocked unconscious. | ","Multiattack. The dog makes two bite attacks. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the creature must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. This reduction lasts until the disease is cured. The creature dies if the disease reduces its hit point maximum to 0.",none,0,Monster Manual (SRD)
deep-gnome-svirfneblin,small,humanoid (gnome),neutral good,"Gnomish, Terran, Undercommon",15,16,0.5,20,0,0,0,0,12,120,0,0,0,15,2,14,2,14,2,12,1,10,0,9,-1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 12","Stone Camouflage. The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. | Gnome Cunning. The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic. | Innate Spellcasting. The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components: | At will: nondetection (self only) | 1/day each: blindness/deafness, blur, disguise self | ","War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. | Poisoned Dart. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
deer,medium,beast,unaligned,none,13,4,0,50,0,0,0,0,12,0,0,0,0,11,0,16,3,11,0,2,-4,14,2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 12,,"Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.",none,0,Monster Manual (SRD)
deva,medium,celestial,lawful good,"all, telepathy 120 ft.",17,136,10,30,0,90,0,0,19,120,0,0,0,18,4,18,4,18,4,17,3,20,5,20,5,0,0,0,0,9,9,0,9,0,0,9,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 19","Angelic Weapons. The deva's weapon attacks are magical. When the deva hits with any weapon, the weapon deals an extra 4d8 radiant damage (included in the attack). | Innate Spellcasting. The deva's spellcasting ability is Charisma (spell save DC 17). The deva can innately cast the following spells, requiring only verbal components: | At will: detect evil and good | 1/day each: commune, raise dead | Magic Resistance. The deva has advantage on saving throws against spells and other magical effects. | ","Multiattack. The deva makes two melee attacks. | Mace. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage. | Healing Touch (3/Day). The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness. | Change Shape. The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice). In a new form, the deva retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks.",none,0,Monster Manual (SRD)
dire-wolf,large,beast,unaligned,none,14,37,1,50,0,0,0,0,13,0,0,0,0,17,3,15,2,15,2,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated. | ,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",none,0,Monster Manual (SRD)
djinni,large,elemental,chaotic good,Auran,17,161,11,30,0,90,0,0,13,120,0,0,0,21,5,15,2,22,6,15,2,16,3,20,5,0,6,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 13","Elemental Demise. If the djinni dies, its body disintegrates into a warm breeze, leaving behind only equipment the djinni was wearing or carrying. | Innate Spellcasting. The djinni's innate spellcasting ability is Charisma (spell save DC 17, +9 to hit with spell attacks). It can innately cast the following spells, requiring no material components: | At will: detect evil and good, detect magic, thunderwave | 3/day each: create food and water (can create wine instead of water), tongues, wind walk | 1/day each: conjure elemental (air elemental only), creation, gaseous form, invisibility, major image, plane shift | ","Multiattack. The djinni makes three scimitar attacks. | Scimitar. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice). | Create Whirlwind. A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it. A creature can use its action to free a creature restrained by the whirlwind, including itself, by succeeding on a DC 18 Strength check. If the check succeeds, the creature is no longer restrained and moves to the nearest space outside the whirlwind.",none,0,Monster Manual (SRD)
doppelganger,medium,monstrosity (shapechanger),neutral,Common,14,52,3,30,0,0,0,0,11,60,0,0,0,11,0,18,4,14,2,11,0,12,1,14,2,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,"darkvision 60 ft., passive Perception 11","Shapechanger. The doppelganger can use its action to polymorph into a Small or Medium humanoid it has seen, or back into its true form. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Ambusher. In the first round of a combat, the doppelganger has advantage on attack rolls against any creature it surprised. | Surprise Attack. If the doppelganger surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 10 (3d6) damage from the attack. | ","Multiattack. The doppelganger makes two melee attacks. | Slam. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage. | Read Thoughts. The doppelganger magically reads the surface thoughts of one creature within 60 feet of it. The effect can penetrate barriers, but 3 feet of wood or dirt, 2 feet of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in range, the doppelganger can continue reading its thoughts, as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target.",none,0,Monster Manual (SRD)
draft-horse,large,beast,unaligned,none,10,19,0.25,40,0,0,0,0,10,0,0,0,0,18,4,10,0,12,1,2,-4,11,0,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.",none,0,Monster Manual (SRD)
dragon-turtle,gargantuan,dragon,neutral,"Aquan, Draconic",20,341,17,20,40,0,0,0,11,120,0,0,0,25,7,10,0,20,5,10,0,12,1,12,1,0,6,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 11",Amphibious. The dragon turtle can breathe air and water. | ,"Multiattack. The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks. | Bite. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) piercing damage. | Claw. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 16 (2d8 + 7) slashing damage. | Tail. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone. | Steam Breath (Recharge 5-6). The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 52 (15d 6) fire damage on a failed save, or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.",none,0,Monster Manual (SRD)
dretch,small,fiend (demon),chaotic evil,"Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal)",11,18,0.25,20,0,0,0,0,9,60,0,0,0,11,0,11,0,12,1,5,-3,8,-1,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9",,"Multiattack. The dretch makes two attacks: one with its bite and one with its claws. | Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage. | Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage. | Fetid Cloud (1/Day). A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners, and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way, the target can take either an action or a bonus action on its turn, not both, and can't take reactions.",none,0,Monster Manual (SRD)
drider,large,monstrosity,chaotic evil,"Elvish, Undercommon",19,123,6,30,0,0,30,0,15,120,0,0,0,16,3,16,3,18,4,13,1,14,2,12,1,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 15","Fey Ancestry. The drider has advantage on saving throws against being charmed, and magic can't put the drider to sleep. | Innate Spellcasting. The drider's innate spellcasting ability is Wisdom (spell save DC 13). The drider can innately cast the following spells, requiring no material components: | At will: dancing lights | 1/day each: darkness, faerie fire | Spider Climb. The drider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Sunlight Sensitivity. While in sunlight, the drider has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Web Walker. The drider ignores movement restrictions caused by webbing. | ","Multiattack. The drider makes three attacks, either with its longsword or its longbow. It can replace one of those attacks with a bite attack. | Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage plus 9 (2d8) poison damage. | Longsword. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands. | Longbow. Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) poison damage.",none,0,Monster Manual (SRD)
drow,medium,humanoid (elf),neutral evil,"Elvish, Undercommon",15,13,0.25,30,0,0,0,0,12,120,0,0,0,10,0,14,2,10,0,11,0,11,0,12,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 12","Fey Ancestry. The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep. | Innate Spellcasting. The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells, requiring no material components: | At will: dancing lights | 1/day each: darkness, faerie fire | Sunlight Sensitivity. While in sunlight, the drow has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | ","Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake.",none,0,Monster Manual (SRD)
druid,medium,humanoid (any race),any alignment,Druidic plus any two languages,11,27,2,30,0,0,0,0,14,0,0,0,0,10,0,12,1,13,1,12,1,15,2,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,passive Perception 14,"Spellcasting. The druid is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). It has the following druid spells prepared: | Cantrips (at will): druidcraft, produce flame, shillelagh | 1st level (4 slots): entangle, longstrider, speak with animals, thunderwave | 2nd level (3 slots): animal messenger, barkskin | ","Quarterstaff. Melee Weapon Attack: +2 to hit (+4 to hit with shillelagh), reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage, 4 (1d8) bludgeoning damage if wielded with two hands, or 6 (1d8 + 2) bludgeoning damage with shillelagh.",none,0,Monster Manual (SRD)
dryad,medium,fey,neutral,"Elvish, Sylvan",11,22,1,30,0,0,0,0,14,60,0,0,0,10,0,12,1,11,0,14,2,15,2,18,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14","Innate Spellcasting. The dryad's innate spellcasting ability is Charisma (spell save DC 14). The dryad can innately cast the following spells, requiring no material components: | At will: druidcraft | 3/day each: entangle, goodberry | 1/day each: barkskin, pass without trace, shillelagh | Magic Resistance. The dryad has advantage on saving throws against spells and other magical effects. | Speak with Beasts and Plants. The dryad can communicate with beasts and plants as if they shared a language. | Tree Stride. Once on her turn, the dryad can use 10 feet of her movement to step magically into one living tree within her reach and emerge from a second living tree within 60 feet of the first tree, appearing in an unoccupied space within 5 feet of the second tree. Both trees must be Large or bigger. | ","Club. Melee Weapon Attack: +2 to hit (+6 to hit with shillelagh), reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage, or 8 (1d8 + 4) bludgeoning damage with shillelagh. | Fey Charm. The dryad targets one humanoid or beast that she can see within 30 feet of her. If the target can see the dryad, it must succeed on a DC 14 Wisdom saving throw or be magically charmed. The charmed creature regards the dryad as a trusted friend to be heeded and protected. Although the target isn't under the dryad's control, it takes the dryad's requests or actions in the most favorable way it can. Each time the dryad or its allies do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the dryad dies, is on a different plane of existence from the target, or ends the effect as a bonus action. If a target's saving throw is successful, the target is immune to the dryad's Fey Charm for the next 24 hours. The dryad can have no more than one humanoid and up to three beasts charmed at a time.",none,0,Monster Manual (SRD)
duergar,medium,humanoid (dwarf),lawful evil,"Dwarvish, Undercommon",16,26,1,25,0,0,0,0,10,120,0,0,0,14,2,11,0,14,2,11,0,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10","Duergar Resilience. The duergar has advantage on saving throws against poison, spells, and illusions, as well as to resist being charmed or paralyzed. | Sunlight Sensitivity. While in sunlight, the duergar has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | ","Enlarge (Recharges after a Short or Long Rest). For 1 minute, the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available. | War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage, or 11 (2d8 + 2) piercing damage while enlarged. | Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 9 (2d6 + 2) piercing damage while enlarged. | Invisibility (Recharges after a Short or Long Rest). The duergar magically turns invisible until it attacks, casts a spell, or uses its Enlarge, or until its concentration is broken, up to 1 hour (as if concentrating on a spell). Any equipment the duergar wears or carries is invisible with it.",none,0,Monster Manual (SRD)
dust-mephit,small,elemental,neutral evil,"Auran, Terran",12,17,0.5,30,0,30,0,0,12,60,0,0,0,5,-3,14,2,10,0,9,-1,11,0,10,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 12","Death Burst. When the mephit dies, it explodes in a burst of dust. Each creature within 5 feet of it must then succeed on a DC 10 Constitution saving throw or be blinded for 1 minute. A blinded creature can repeat the saving throw on each of its turns, ending the effect on itself on a success. | Innate Spellcasting (1/Day). The mephit can innately cast sleep, requiring no material components. Its innate spellcasting ability is Charisma. | ","Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) slashing damage. | Blinding Breath (Recharge 6). The mephit exhales a 15-foot cone of blinding dust. Each creature in that area must succeed on a DC 10 Dexterity saving throw or be blinded for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
eagle,small,beast,unaligned,none,12,3,0,10,0,60,0,0,14,0,0,0,0,6,-2,15,2,10,0,2,-4,14,2,7,-2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,passive Perception 14,Keen Sight. The eagle has advantage on Wisdom (Perception) checks that rely on sight. | ,"Talons. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.",none,0,Monster Manual (SRD)
earth-elemental,large,elemental,neutral,Terran,17,126,5,30,0,0,0,30,10,60,0,60,0,20,5,8,-1,20,5,5,-3,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., tremorsense 60 ft., passive Perception 10","Earth Glide. The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through. | Siege Monster. The elemental deals double damage to objects and structures. | ","Multiattack. The elemental makes two slam attacks. | Slam. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.",none,0,Monster Manual (SRD)
efreeti,large,elemental,lawful evil,Ignan,17,200,11,40,0,60,0,0,12,120,0,0,0,22,6,12,1,24,7,16,3,15,2,16,3,0,0,0,7,6,7,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 12","Elemental Demise. If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the efreeti was wearing or carrying. | Innate Spellcasting. The efreeti's innate spellcasting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components: | At will: detect magic | 3/day each: enlarge/reduce, tongues | 1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire | ","Multiattack. The efreeti makes two scimitar attacks or uses its Hurl Flame twice. | Scimitar. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire damage. | Hurl Flame. Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.",none,0,Monster Manual (SRD)
